Protein_Group	Protein_Ids	Protein_Names	Genes	First_Protein_Description	control_r1	control_r2	control_r3	MI_IZ_r1	MI_IZ_r2	MI_IZ_r3	MI_IZ_r4	MI_remote_r1	MI_remote_r2	MI_remote_r3	MI_remote_r4
Q11136	Q11136	PEPD_MOUSE	Pepd		1223.93	1622.02	853.974	2737.67	2970.13	2093.82	2583.59	1152.62	2235.83	2094.85	2309.5
Q148R9	Q148R9	R9BP_MOUSE	Rgs9bp		3471.15	4540.97	4847.32	1982.94	6519.38	5336.12	4398.43	8527.13	8515.75	7741.77	7376.59
Q148W8	Q148W8	STYL2_MOUSE	Styxl2		2478.84	2340.48	1991.47	3526.39	3573.36	5075.16		3267.44	3172.14	3374.49	4201.94
Q149B8	Q149B8	PERM1_MOUSE	Perm1		8333.52	7660.86	6457.34	6229.63	5419.52	7056.84	3906.48	8395.64	7201.88	7655.91	7760.03
Q149F3;Q8R050	Q149F3;Q8R050	ERF3A_MOUSE;ERF3B_MOUSE	Gspt1;Gspt2		2076.22	2021.06	2441.92	3918.52	3450.39	3533.09	2913.05	2461.25	3614.22	2974.69	2499.34
Q14BI5	Q14BI5	Q14BI5_MOUSE	Myom2		114964	107153	123858	77548.4	60415.1	66254.1	38234.4	95105.1	72527.8	93688.3	92718.6
Q14C51	Q14C51	PTCD3_MOUSE	Ptcd3		4275.48	3728.34	3167.62	2720.5	2991.94	1745.22	2401.94	2767.32	3053.7	3092.75	3708.52
Q19LI2	Q19LI2	A1BG_MOUSE	A1bg		4176.19	3654.42		11100.9	6801.46				4808.82	4461.95	2649.79
Q1XH17	Q1XH17	TRI72_MOUSE	Trim72		36242.9	36884.8	37844.7	41291.8	35685.5	37546.4	25662	42281.5	44446.9	46598.7	39132.1
Q2NL51	Q2NL51	GSK3A_MOUSE	Gsk3a		2643.19	2428.49	2334.58	2453.3	2628.1	2966.82	1894.42	2726.99	2468.97	2550.08	2351.5
Q2TPA8	Q2TPA8	HSDL2_MOUSE	Hsdl2		54937.6	44049.1	57988	47551.8	36318.5	31610	23120.3	50481.3	40937.1	52390.5	43688.7
Q2VLH6	Q2VLH6	C163A_MOUSE	Cd163		1787.7	3153.66	3152.15	2850.1				3306.63			
Q32Q92;Q8BWN8;Q9QYR9;O55137	Q32Q92;Q8BWN8;Q9QYR9;O55137	ACOT1_MOUSE;ACOT2_MOUSE;ACOT4_MOUSE;ACOT6_MOUSE	Acot1;Acot2;Acot4;Acot6		2164.17	3497.95	3706.81	5700.65	2584.33	3455.25	1883.64	3866.39	3700.53	3650.65	2333.96
Q38HM4;G3X8Y1;Q9ERP3	Q38HM4;G3X8Y1;Q9ERP3	G3X8Y1_MOUSE;TRI54_MOUSE;TRI63_MOUSE	Trim54;Trim55;Trim63		5997.02	6087.23	3388.59	4052.89	3619.95	4315.06	3182.15	6476.21	4977.27	7057.73	5291.48
Q3B7Z2	Q3B7Z2	OSBP1_MOUSE	Osbp		6491.96	8129.71	7320.28	6673.85	6586.8	7855.75	6493.72	7516.37	7876.98	7219.19	6281.67
Q3LAC4	Q3LAC4	PREX2_MOUSE	Prex2		4411.95	5586.43	3914.7	24192.5	24294.2	26205.7	14521.5	15636.1	16616.4	17334.3	20252.6
Q3TBD2	Q3TBD2	HMHA1_MOUSE	Arhgap45			114.172		528.027	333.016	328.118	466.019				
Q3TBT3	Q3TBT3	STING_MOUSE	Sting1				951.852	3304.62	4459.58	5221.58	6898.21		1630.51		2901.74
Q3TBW2	Q3TBW2	RM10_MOUSE	Mrpl10		1292.41	1006.08	1266.62	1220.74	1129.28				898.107	1654.76	1648.42
Q3TC33	Q3TC33	CC127_MOUSE	Ccdc127		4755.7	4397.2	4888.45	4770.18	5047.01	4487.03		5502.77	4647.1	4632.94	4644.61
Q3TC72	Q3TC72	FAHD2_MOUSE	Fahd2		4716.55	5840.28	4957.37	4975.62	7140.54	4688.01	3639.13	5889.51	6053.6	6158.23	8151.46
Q3TCH7	Q3TCH7	CUL4A_MOUSE	Cul4a		1273.65	1369.5	1617.51	1887.87	1492.24	1765.61		1205	1905.4	1961.34	1257.08
Q3TCH7;A2A432	Q3TCH7;A2A432	CUL4A_MOUSE;CUL4B_MOUSE	Cul4a;Cul4b		2064.16	1786.29	1781.79	2698.72	2431.31			1880.91	2819.62	1743.22	
Q3TDN2	Q3TDN2	FAF2_MOUSE	Faf2		2706.95	3678.54	3151.67	3094.85	4503.46	4854.12	4790.3	3784.9	5991.07	3603.75	3687.58
Q3TDQ1	Q3TDQ1	STT3B_MOUSE	Stt3b		3008.14	3029.73	2394.91	3175.63	3780.39	3418.37	4262.83	3032.09	2993.43	2473.26	3285.12
Q3TDQ1;P46978	Q3TDQ1;P46978	STT3A_MOUSE;STT3B_MOUSE	Stt3a;Stt3b		8365.65	11861.4	7300.77	7366.38	12466.1	12303	19056.9	8745.77	11395.7	9629.42	12842
Q3TEA8	Q3TEA8	HP1B3_MOUSE	Hp1bp3		9283.04	11220.3	10166.1	8136.09	11224.6	10580	12559.6	9664.07	11643.8	9672.62	8888.37
Q3THE2	Q3THE2	ML12B_MOUSE	Myl12b		15241.7	16337.3	11408.3	34211.2	36192.8	36853	50534.9	17066	20791.6	15018.6	18401.3
Q3THE2;Q9CQ19	Q3THE2;Q9CQ19	ML12B_MOUSE;MYL9_MOUSE	Myl12b;Myl9		6248.33	3976.03	4100.16	11100	11234.7	13186.3	20154.4	6136.11	6574.61	5192.4	6421.65
Q3THK7	Q3THK7	GUAA_MOUSE	Gmps		2547.75	2164.95	2181.99	3443.72	3950.26	3008.15	3602.74	2588.45	4060.45	2558.55	3873.75
Q3THS6	Q3THS6	METK2_MOUSE	Mat2a		4690.7	5554.98	4568.7	8751.84	9289.09	6610.69	5653.2	5898.24	6504.23	6564.76	5877.29
Q3THW5;P0C0S6	Q3THW5;P0C0S6	H2AV_MOUSE;H2AZ_MOUSE	H2az1;H2az2		9769.24	7710.07	10705.2	11759	15493.5	13353.9	14580.2	7339.99	7620.43	4331.59	8225.6
Q3TIV5	Q3TIV5	ZC3HF_MOUSE	Zc3h15		1643.25	2392.82	1928.74	2052.97	3407.04	4503.59	3611.08	2204.09	2665.28	2722.83	2804.63
Q3TIX6	Q3TIX6	Q3TIX6_MOUSE	Fubp3		2408.24	2782.2	2465.01	3403.02	4290.44	4394.98	3634.55	2537.22	2921.39	2631.44	3125.72
Q3TIX9	Q3TIX9	SNUT2_MOUSE	Usp39		1774.22	1853.28	1200.99	2472.72	3604.24		2993.67	2861.78	2436	2177.76	3477.25
Q3TJD7	Q3TJD7	PDLI7_MOUSE	Pdlim7		1576.62	1868.54	1910.98	2966.21	5100.48	4610.63	6216.9	2793.12	4263.63	2920.64	
Q3TJZ6	Q3TJZ6	FA98A_MOUSE	Fam98a		1388.72	1439.88	926.037	1751.43	2045.5			2115.81	2393.3		3056.89
Q3TL44	Q3TL44	NLRX1_MOUSE	Nlrx1		7463.76	7044.93	7017.52	4575.65	6335.8	7744.55	6722.69	6883.99	6511.53	6801.52	7035.87
Q3TLH4	Q3TLH4	PRC2C_MOUSE	Prrc2c		5951.12	5791.32	4818.2	6879.37	7286.15	7724.85	8660.96	6370.89	5907.24	4293.68	5348.42
Q3TLP5	Q3TLP5	ECHD2_MOUSE	Echdc2		2684.48	1791.53	2113.29	1995.3	3078.39	2027.72		1900.21	2350.95	2810.16	3105
Q3TMP8	Q3TMP8	TM38A_MOUSE	Tmem38a		18187.6	16594.7	17697.8		19223.3			15394.1	19365.8	20645.4	17232.1
Q3TRJ4;Cont_Q3TRJ4	Q3TRJ4;Cont_Q3TRJ4	K1C26_MOUSE	Krt26		31343.1	9783.68	89112	6834.88		20771	84943.7	8211.77	12147.5	10932	10364.1
Q3TRM8	Q3TRM8	HXK3_MOUSE	Hk3					3391.41	3082.19	3010.29	4109.04	1092.79			
Q3TRM8;P17710;O08528	Q3TRM8;P17710;O08528	HXK1_MOUSE;HXK2_MOUSE;HXK3_MOUSE	Hk1;Hk2;Hk3		13585.2	15127.3	11698.5	8977.7	10935.1	9513.46	8165.27	13573.2	15860.9	12749.6	9411.56
Q3TTY5;Cont_P04264;Cont_Q3TTY5	Q3TTY5;Cont_P04264;Cont_Q3TTY5	K22E_MOUSE;K2C1_HUMAN	KRT1;Krt2		51079.2	17262.3	30710.2	228275	91432.4	87571.2	113004	44070.1	141127	3395.25	143968
Q3TTY5;Cont_P12035;Cont_P35908;Cont_Q01546;Cont_Q3TTY5	Q3TTY5;Cont_P12035;Cont_P35908;Cont_Q01546;Cont_Q3TTY5	K22E_HUMAN;K22E_MOUSE;K22O_HUMAN;K2C3_HUMAN	KRT2;KRT3;KRT76;Krt2		20231.8	13055.3	45317.2	103128	156302	52625.8	21330	31574.9	43256.1	4251.47	6973.76
Q3TTY5;Cont_P35908;Cont_Q3TTY5	Q3TTY5;Cont_P35908;Cont_Q3TTY5	K22E_HUMAN;K22E_MOUSE	KRT2;Krt2		134571	165717	406372	1.16677E+06	1.53818E+06	1.4357E+06	195393	167223	407766	9096.08	26414
Q3TUH1	Q3TUH1	TAM41_MOUSE	Tamm41		2661.68	3621.01	2173.12	1761.27	3616.43		3354.29	2940.31	2814.43	3193.08	2397.75
Q3TVI8	Q3TVI8	PBIP1_MOUSE	Pbxip1		2212.6	2214.83	1859.05	1917.33	1868.99	2391.69		2274.83	3225.38	2121.2	2426.67
Q3TW96;Q91YN5	Q3TW96;Q91YN5	UAP1L_MOUSE;UAP1_MOUSE	Uap1;Uap1l1					5804.02	3593.87		2827.45	2621.26			3332.68
Q3TWW8	Q3TWW8	SRSF6_MOUSE	Srsf6		4364.38	3988.7	4073.74	9893.07	9865.41	8566.24	10119.7	5378.75	7501.3	5411.05	5908.43
Q3TXS7	Q3TXS7	PSMD1_MOUSE	Psmd1		9703.94	9416.81	8549.49	10879.4	11906.1	12302.1	11051.7	10968.2	11089.4	10711.4	10923.5
Q3TYS2	Q3TYS2	CYBC1_MOUSE	Cybc1					3653.57		4210.52	4944.09				
Q3TZ89	Q3TZ89	SC31B_MOUSE	Sec31b		33436.9				28227.8	26200.2	22503	34124.4	49860.7	45544.2	42973.7
Q3TZZ7	Q3TZZ7	ESYT2_MOUSE	Esyt2		5118.22	5699.27	5445.34	4897	7024.86	6094.13	8174.3	6609.52	7378	4691.25	8624.4
Q3U0M1	Q3U0M1	TPPC9_MOUSE	Trappc9			941.179	1084.96	740.314	1563.02				917.77		
Q3U0S6	Q3U0S6	RAIN_MOUSE	Rasip1		5345.98	6371.77	6878.44	8411.66	8345.5	7049.54	12372.9	7340.59	8761.21	6089.68	4852.27
Q3U0V1	Q3U0V1	FUBP2_MOUSE	Khsrp		7802.41	9040.54	7766.26	12733.2	15058.4	14420.9	16835.5	9118.37	11304.9	8809.4	9889.46
Q3U186	Q3U186	SYRM_MOUSE	Rars2		416.538		441.231	714.704	595.971			433.27			
Q3U1C6	Q3U1C6	TATD3_MOUSE	Tatdn3		4787.49	6854.86	5972.18		4763.65	7875.12		5456.92	6842.83	4789.09	7623.98
Q3U1J4	Q3U1J4	DDB1_MOUSE	Ddb1		8236.9	9202.62	8068.49	11129.8	11565	10630.3	9970.83	9064.58	11377	10011.9	10716.2
Q3U276	Q3U276	SDHF1_MOUSE	Sdhaf1		1459.07	1320.9	1176.1	1183.75	1252.89			1366.11	1515.86	1788.04	1621.68
Q3U2A8	Q3U2A8	SYVM_MOUSE	Vars2		3001.82	1635.71	2842.97	2261.75	2768.97			2284.22	3555.43	2372.66	
Q3U5Q7	Q3U5Q7	CMPK2_MOUSE	Cmpk2			2361.75	1768.23	2860.7					1894.76	1870.41	
Q3U7R1	Q3U7R1	ESYT1_MOUSE	Esyt1		6783.01	8058.19	6335.88	9686.91	12804.5	15411.1	21018	8192.01	9065.67	7149.19	8216.1
Q3U962	Q3U962	CO5A2_MOUSE	Col5a2		31682.7	25008.1	51943.3	15427	18473.6	30512	16259.6	8304.25	18800.2	19516.9	16601.5
Q3U9G9	Q3U9G9	LBR_MOUSE	Lbr		10559.1	13432.1	11351.1	19400.5	26507.1	28256.1	42148.5	12780.1	12337.8	9616	12065
Q3UBX0	Q3UBX0	TM109_MOUSE	Tmem109		9491.81	11043	9535.8	9974.35	11967.4	9470.66	12938	11294.9	9009.83	10304.6	11734.5
Q3UDE2	Q3UDE2	TTL12_MOUSE	Ttll12		1197.39	938.929		1654.59	1454.27				1176.38	1106.91	
Q3UEB3	Q3UEB3	PUF60_MOUSE	Puf60		2543.36	3090.59	2573.6	4253.8	5233.63	3607.62	5308.82	3217.59	3951.45	3257.21	3125.26
Q3UGC7;Q66JS6	Q3UGC7;Q66JS6	EI3JA_MOUSE;EI3JB_MOUSE	Eif3j1;Eif3j2		8697.73	10624.4	10427.9	16209.9	15345.5	14457.3	12438.5	12338.4	14077.6	13276.8	10417.2
Q3UH60	Q3UH60	DIP2B_MOUSE	Dip2b		28370	35576.7	34305.2	26414.4	22768.6	15955.2	16026.8	24631.4	22701.1	29841.4	31625
Q3UH66;Q80UE6;P83741	Q3UH66;Q80UE6;P83741	WNK1_MOUSE;WNK2_MOUSE;WNK4_MOUSE	Wnk1;Wnk2;Wnk4		1191.77	1703.9	1061.87	1540.76	1222.85	1285.04	1460.68	1652.23	1756.24	960.834	1844.11
Q3UH68	Q3UH68	LIMC1_MOUSE	Limch1		6424.23	6607.33	7188.64	5744.18	5239.04	5603.07	4350.2	7761.61	6869.92	7916.51	6539.79
Q3UHB1	Q3UHB1	NT5D3_MOUSE	Nt5dc3		7807.68	6369.46	6778.83	5863.63	5437.5	5503.95	4246.17	7452.14	8356.97	7883.69	10155
Q3UHD3	Q3UHD3	MTUS2_MOUSE	Mtus2		2852.24	2436.34	2619.57	2689.79	2485.09	2998.3		3007.15	2418.67	2884.57	3474.51
Q3UHD6	Q3UHD6	SNX27_MOUSE	Snx27		2755.93	3017.91	2076.36	3265.4	4063.81	3362.45			3803.98	3921.49	2412.85
Q3UHJ0	Q3UHJ0	AAK1_MOUSE	Aak1		2553.03	2633.04	2197.14	1750.98	2431.06		1830.3	2298.49	3251.34	2359.63	2594.86
Q3UHX2	Q3UHX2	HAP28_MOUSE	Pdap1		3957.32	3742.35	4816.9	6219.3	6516.4	6848.52	5958.11	4416.23	5467.49	3436.43	4942.87
Q3UHZ5	Q3UHZ5	LMOD2_MOUSE	Lmod2		9931.41	9124.08	8190.07	12971.2	10944.9	12138.8	6660.29	12803.5	13317.1	13296.9	16211.8
Q3UI43	Q3UI43	BABA1_MOUSE	Babam1		1959.4	2572.32	2317.29	2954.26	3635.89		4538.6	2668.71	2733.15	3369.25	4502.52
Q3UIJ9	Q3UIJ9	MYZAP_MOUSE	Myzap		5272.34	6383.82	5267.73	5639.24	5152.91	6240.92		6324.62	6837.42	8318.04	7403.34
Q3UIL6	Q3UIL6	PKHA7_MOUSE	Plekha7		3464.11	6625.88	2894.91	1653.46	5571.19			4546.81	8569.49	7090.4	6527.58
Q3UIU2	Q3UIU2	NDUB6_MOUSE	Ndufb6		20557.5	19465.9	23659.1	16258.9	16026.7	22635.1	12666.8	18744.4	17474.2	21246.4	21338.3
Q3UIZ8;Q5SUV5;Q8VCR8	Q3UIZ8;Q5SUV5;Q8VCR8	MYLK2_MOUSE;MYLK3_MOUSE;MYLK4_MOUSE	Mylk2;Mylk3;Mylk4											3624.36	
Q3UJB0	Q3UJB0	Q3UJB0_MOUSE	Sf3b2		4232.42	3985.03	4340.89	6105.87	8055.58	6586.17	7974.5	4431.29	6126.67	5512.39	5447.63
Q3UJB9	Q3UJB9	EDC4_MOUSE	Edc4		1868.62	2690.57	2040.71	3439.82	3058.76	3362.12	3926.32	2834.72	2792.89		3565.44
Q3UJU9	Q3UJU9	RMD3_MOUSE	Rmdn3		2870.93	3851.77	2582.65	2648.05	3093.45	2340.21		2280.35	3171.23	3310.33	3381.91
Q3UKJ7	Q3UKJ7	SMU1_MOUSE	Smu1		1944.86	2640.1	2158.97	2214.37	3529.68	3877.49	4871.04	2149.49	2671.82	3706.18	2961.03
Q3ULD5	Q3ULD5	MCCB_MOUSE	Mccc2		24292.1	25724.7	24542.2	20781.5	17053.9	17053.8	11691.5	22300.3	18559	21958.2	19901.4
Q3ULF4	Q3ULF4	SPG7_MOUSE	Spg7		3501.56	2991.85	3443.91	2772.81	2321.69	2384.1		3194.52	2522.23	2924.46	2785.36
Q3ULJ0	Q3ULJ0	GPD1L_MOUSE	Gpd1l		7805.79	7728.49	7298.52	9634.1	7938	7866.59	5558.12	6976.18	7138.92	7071.29	8731.37
Q3ULW8	Q3ULW8	PARP3_MOUSE	Parp3				379.12	209.157				525.98	726.95		
Q3UM45	Q3UM45	PP1R7_MOUSE	Ppp1r7		3653.29	3210.71	3712.32	5316.42	4599.26			4465.75	4668.54	3797.7	3064.33
Q3UMC0	Q3UMC0	AFG2H_MOUSE	Spata5		1155.33	1084.29	1112.65	1580.54	1667.74				1079.16	1196.76	
Q3UMC0;Q9D3R6	Q3UMC0;Q9D3R6	AFG2H_MOUSE;KATL2_MOUSE	Katnal2;Spata5		22583.2	30332.5	20310.7	31115	35646.8	33367.3	22696.1	30358.5	31419.7	31682.6	33800.6
Q3UMF0	Q3UMF0	COBL1_MOUSE	Cobll1		1767.16	1654.31	2097.14	1939.43	1704.96	1306.44	1351.73	1628.19	1558.24	2035.75	737.357
Q3UMR5	Q3UMR5	MCU_MOUSE	Mcu		4279.43	5053.38	3455.62	4898.83	6643.92	7270.58	8378.51	4613.72	5760.2	5201.95	5118.09
Q3UMT1	Q3UMT1	PP12C_MOUSE	Ppp1r12c		6817.25	7381.32	6410.13	5679.96	6086.04	6826.9	6549.42	7750.59	7736.07	7054.13	7750.96
Q3UMU9	Q3UMU9	HDGR2_MOUSE	Hdgfl2		2313.47	3048.37	2921.55	2598.67	3407.69	3024.9	3876.16	2740.68	2652	2188.4	3048.75
Q3UMW7;P49138	Q3UMW7;P49138	MAPK2_MOUSE;MAPK3_MOUSE	Mapkapk2;Mapkapk3		1033.59	1840.59	1165.05	2057.74	1965.15	1328.06	1786	1179.07		1877.3	
Q3UN02	Q3UN02	LCLT1_MOUSE	Lclat1		6640.55	6049.29	6354.53	4915.33	4804.01	6083.35	4030.28	8015.63	6229.2	6420.33	6227.18
Q3UP87	Q3UP87	ELNE_MOUSE	Elane					20476.9	41225.7	37240.7	65846.8	5681.22	3736.26		
Q3UPH1	Q3UPH1	PRRC1_MOUSE	Prrc1		1706.82		1399.71	3202.69	2652.65	3089.19		2447.05	2583.12	2054.44	2790.15
Q3UPL0	Q3UPL0	SC31A_MOUSE	Sec31a		7018.29	6969.72	6454.51	8918.95	10281.9	10849.3	9565.55	8615.18	9768.26	7150.98	9143.6
Q3UQ28	Q3UQ28	PXDN_MOUSE	Pxdn		1991.21	2889.27	2310.77	3855.31	4216.13	4530.97	5512.79	2597.17	4393.12	2572.84	
Q3UQ84	Q3UQ84	SYTM_MOUSE	Tars2		5679.8	6592.89	6154.02	5606.61	5090.12	5481.7	4483.19	5732.09	5544.37	5544.29	6067.22
Q3UQS2	Q3UQS2	LSME1_MOUSE	Lsmem1		1248.23	1396.18	1707.61	935.19				1342.82	1537.23	1028.85	
Q3URD3	Q3URD3	SLMAP_MOUSE	Slmap		29068.5	28392	30940.2	25375.8	30101.5	25845.3	16446.9	39823.2	51468.5	34550.3	43238.5
Q3URE1	Q3URE1	ACSF3_MOUSE	Acsf3		2161.05	2782.06	1847.94	2590.72	2728.41	3213.78		2287.31	2312.47	2909.45	2785.85
Q3URS9	Q3URS9	MITOK_MOUSE	Ccdc51		4068.07	2955.15	4118.02	3497	3132.09	3678.03	3313.18	3732.72	4208.01	3777.62	3872.32
Q3UTJ2	Q3UTJ2	SRBS2_MOUSE	Sorbs2		32505.9	29122.7	34845	33150.9	33098.8	25537.5	16064.6	50274	46667	44810.5	42094.4
Q3UTJ2;Q62417	Q3UTJ2;Q62417	SRBS1_MOUSE;SRBS2_MOUSE	Sorbs1;Sorbs2		15174.2	17860.6	20006.4	16733.4	15241.1	12408.4	7284.71	23224.6	23566	21665.9	17417.6
Q3UV17;Cont_P04264;Cont_Q3UV17	Q3UV17;Cont_P04264;Cont_Q3UV17	K22O_MOUSE;K2C1_HUMAN	KRT1;Krt76		464320	66747.8	194809	1.65508E+06	702320	1.17694E+06	1.1267E+06	399728	799977	11016.3	1.80703E+06
Q3UV70	Q3UV70	PDP1_MOUSE	Pdp1		3925.72	3862.52	4145.85	3366.58	3556.9	3736.21		4009.14	4275.8	4236.97	4417.37
Q3UVK0	Q3UVK0	ERMP1_MOUSE	Ermp1		2552.94			4444.26	2796.45	4110.91	4743.57	1792.58	2628.57		
Q3UW53	Q3UW53	NIBA1_MOUSE	Niban1		4304.75	4375.09	3466.33	4832.1	4808.96	3682.32	5370.54	3557.89	4174.75	3433.15	4298.26
Q3UWL8	Q3UWL8	Q3UWL8_MOUSE	Pfdn4		2021.34	1545.99	1789.47	2795.91	2391.87	3308.99	2494.74	2470.5	2576.43	2055.63	2938.06
Q3UWZ0	Q3UWZ0	TRI75_MOUSE	Trim75		1100.16	1341.31	1719.75	1605.65	2068.44	1733.1		2044.42	1364.54	2306.88	1326.21
Q3UX10;P05213;P68373;P68368;P68369	Q3UX10;P05213;P68373;P68368;P68369	TBA1A_MOUSE;TBA1B_MOUSE;TBA1C_MOUSE;TBA4A_MOUSE;TBAL3_MOUSE	Tuba1a;Tuba1b;Tuba1c;Tuba4a;Tubal3		4517.64	4559.48	4614.9	9758.5	4849.18	4785.85	3488.56	5897.18	6129.32	4762.3	3776.71
Q3UX10;P05213;P68373;Q9JJZ2;P05214;P68368;P68369	Q3UX10;P05213;P68373;Q9JJZ2;P05214;P68368;P68369	TBA1A_MOUSE;TBA1B_MOUSE;TBA1C_MOUSE;TBA3_MOUSE;TBA4A_MOUSE;TBA8_MOUSE;TBAL3_MOUSE	Tuba1a;Tuba1b;Tuba1c;Tuba3b;Tuba4a;Tuba8;Tubal3		6582.39	8732.84	7627.8	11497.7	8234.47	8847.68	9689.45	8477.2	11585.1	8692	9201.06
Q3UZ39	Q3UZ39	LRRF1_MOUSE	Lrrfip1		915.153			2662.04	2840.81	3243.21	2172	1492.51	1126.87		
Q3UZ39;Q91WK0	Q3UZ39;Q91WK0	LRRF1_MOUSE;LRRF2_MOUSE	Lrrfip1;Lrrfip2		1393.07	1293.72	1006.69	1618.34	2872.81	1769.54	2161.86	1607.37	1391.51	1437.92	1065.24
Q3UZA1	Q3UZA1	CPZIP_MOUSE	Rcsd1		2623.53	1954.08	2003.74	2027.25	1673.53	2056.13	2079.28	1920.35	2653.11	2570.83	2066.61
Q3V009	Q3V009	TMED1_MOUSE	Tmed1		2371.15	2787.66	2560.17	1745.28	3163.82		3133.84	3071.9	3076.29	3261.59	3452.44
Q3V0K9;Q99K51;Q61233	Q3V0K9;Q99K51;Q61233	PLSI_MOUSE;PLSL_MOUSE;PLST_MOUSE	Lcp1;Pls1;Pls3		1975.53	2725.42	1470.15	7602.71	6992.75	5474.57	11779.4	1876.7	2078.64	1998.55	2969.61
Q3V0Q6	Q3V0Q6	SPAG8_MOUSE	Spag8		2173.71	3095.93	2001.42	3235.53	3014.61				3191.97		
Q3V132	Q3V132	ADT4_MOUSE	Slc25a31		12050.1	15494.6	11652.3	8301.71	8044.85	8337.25	5663.08	12913.5	8988.49	15490.9	9334.68
Q3V132;P51881;P48962	Q3V132;P51881;P48962	ADT1_MOUSE;ADT2_MOUSE;ADT4_MOUSE	Slc25a31;Slc25a4;Slc25a5		2.25919E+06	2.57277E+06	2.22244E+06	1.89036E+06	1.79111E+06	2.04468E+06	1.04103E+06	2.28035E+06	2.02342E+06	2.63637E+06	2.61375E+06
Q3V1D5	Q3V1D5	PLPL1_MOUSE	Pnpla1				4005.83		4893.33						5888.72
Q3V1L4	Q3V1L4	5NTC_MOUSE	Nt5c2		2571.43	3857.8	2510.26	4407.35	4447.04	3610.58	5333.02	3170.77	3475.78	3975.74	4866.75
Q3V384	Q3V384	AFG1L_MOUSE	Afg1l		8460.89	9223.4	9380.54	8036.33	7594.67	8157.13	5011.55	8839.07	7175.61	8855.21	7202.13
Q3V3R4	Q3V3R4	ITA1_MOUSE	Itga1		2544.02	2833.48	2163.88	3057.38	4041.12	5169.15	6816.52	2922.59	3000.36		
Q3V460	Q3V460	Q3V460_MOUSE	Smim26		2392.68	2819.13	3625.67	2932.96	2504.68	2805.15	1431.95	2554.96	2318.5	2973.45	2929.17
Q497I4;Cont_O76009;Cont_O76011;Cont_P13646;Cont_P35900;Cont_Q14525;Cont_Q15323;Cont_Q6A162;Cont_Q9C075;Cont_Q497I4;Cont_O77727;Cont_P02534;Cont_P25690	Q497I4;Cont_O76009;Cont_O76011;Cont_P13646;Cont_P35900;Cont_Q14525;Cont_Q15323;Cont_Q6A162;Cont_Q9C075;Cont_Q497I4;Cont_O77727;Cont_P02534;Cont_P25690	K1C13_HUMAN;K1C15_SHEEP;K1C20_HUMAN;K1C23_HUMAN;K1C40_HUMAN;K1H1_HUMAN;K1M1_SHEEP;K1M2_SHEEP;KRT34_HUMAN;KRT35_MOUSE;KT33A_HUMAN;KT33B_HUMAN	KRT13;KRT15;KRT20;KRT23;KRT31;KRT33A;KRT33B;KRT34;KRT40;Krt35			3044.46				959.062					
Q499X9	Q499X9	SYMM_MOUSE	Mars2		3044.54	2684.29	3157.63	3217.45	2615.85			2475.62	2812.51	2806.64	
Q4ACU6	Q4ACU6	SHAN3_MOUSE	Shank3					1708.67	1383.88				429.402		
Q4KML4	Q4KML4	ABRAL_MOUSE	Abracl					1712.18						1578.25	
Q4PZA2	Q4PZA2	ECE1_MOUSE	Ece1		8362.93	9626.79	7042.26	16716.5	23712.2	28450.2	26231.3	12870.6	19939.5	10801.4	12549.5
Q4U4S6	Q4U4S6	XIRP2_MOUSE	Xirp2		3784.86	3679.64	3155.77	36448	27197.4	24002.5	12426.8	10533.5	12277.8	11176.6	14113.3
Q4VAA2	Q4VAA2	CDV3_MOUSE	Cdv3		5858.74	5975.78	5434.48	9664.78	9228.66	7777.59	7521.57	6583.89	8280.53	6172.77	8600.75
Q4VAE3	Q4VAE3	TMM65_MOUSE	Tmem65		8590.36	8886.23	8980.03	7095.62	6454.9	6090.33	4045.33	7349.8	6935.99	8075.46	7237.57
Q501J6	Q501J6	DDX17_MOUSE	Ddx17		4654.97	5269.57	5520.72	6784.41	9337.48	7759.94	7429.31	5730.5	6435.6	5228.81	5974.04
Q501J6;P16381;Q61656;Q62095;Q62167	Q501J6;P16381;Q61656;Q62095;Q62167	DDX17_MOUSE;DDX3L_MOUSE;DDX3X_MOUSE;DDX3Y_MOUSE;DDX5_MOUSE	D1Pas1;Ddx17;Ddx3x;Ddx3y;Ddx5		8543.89	11213.9	6891.86	17204.3	22967.7	20378.1	18038.5	10492.6	14073.5	9845.88	15697.2
Q501J6;Q61656	Q501J6;Q61656	DDX17_MOUSE;DDX5_MOUSE	Ddx17;Ddx5		23435.7	33930.6	26783.4	48408.3	60439.7	42833.3	56403.7	35475.3	42773.4	32747.4	34228.9
Q505D7	Q505D7	OPA3_MOUSE	Opa3		15855.2	15281.2	15518.9	8625.44	9308.9	8209.66	5568.08	13308.8	11245	11687.2	7739.76
Q505F5	Q505F5	LRC47_MOUSE	Lrrc47		2586.87	2690.91	2685.61	3741.63	3644.93	3370.33	2866.87	2453.13	3175.85	3231.25	3861.46
Q52KI8	Q52KI8	SRRM1_MOUSE	Srrm1		882.202	986.412	1089.39	1310	1672.46	1969.95	1248.5	1258.71	1128.99	1285.22	1304.28
Q569Z5	Q569Z5	DDX46_MOUSE	Ddx46		2439.47	2153.21	2501.81	4198.17	4674.89	4889.45	4964.5	3191.74	3238.83	3722.07	3125.57
